Station,Date,Time,Wind Spd (mph),Temp (°F),RH (%),Solar Rad (W/m2),Pressure (mb)
Stanford Met Tower,8/2/26,0830,1,64.2,79,353,1014.5
Stanford Met Tower,8/2/26,0815,2.3,63.7,80,302,1014.6
Stanford Met Tower,8/2/26,0800,1.2,62,89,251,1014.6
Stanford Met Tower,8/2/26,0745,0,59.4,93,204,1014.7
Stanford Met Tower,8/2/26,0730,0.2,56.9,94,159,1014.8
Stanford Met Tower,8/2/26,0715,0.8,55.5,95,117,1014.8
Stanford Met Tower,8/2/26,0700,0.9,54.6,96,72,1014.7
Stanford Met Tower,8/2/26,0645,2.7,53.8,96,30,1014.6
Stanford Met Tower,8/2/26,0630,3.1,53.4,96,9,1014.5
Stanford Met Tower,8/2/26,0615,2.9,53.3,95,2,1014.3
Stanford Met Tower,8/2/26,0600,4.7,54,95,0,1014.3
Stanford Met Tower,8/2/26,0545,5.1,54.1,94,0,1014.3
Stanford Met Tower,8/2/26,0530,4.8,54.4,94,0,1014.3
Stanford Met Tower,8/2/26,0515,3.7,54.4,94,0,1014.3
Stanford Met Tower,8/2/26,0500,3.2,55,94,0,1014.2
Stanford Met Tower,8/2/26,0445,3.2,55.8,94,0,1014.1
Stanford Met Tower,8/2/26,0430,4.4,55.6,93,0,1014
Stanford Met Tower,8/2/26,0415,5.1,55.7,94,0,1014.1
Stanford Met Tower,8/2/26,0400,4,55.7,95,0,1014
Stanford Met Tower,8/2/26,0345,3.4,56.3,95,0,1014.2
Stanford Met Tower,8/2/26,0330,2.2,56.6,95,0,1014.1
Stanford Met Tower,8/2/26,0315,2.6,56.9,94,0,1014
Stanford Met Tower,8/2/26,0300,3.1,58.2,93,0,1014.2
Stanford Met Tower,8/2/26,0245,1,58.9,93,0,1014.1
Stanford Met Tower,8/2/26,0230,1.1,59.3,93,0,1014.4
Stanford Met Tower,8/2/26,0215,2.7,59.5,92,0,1014.4
Stanford Met Tower,8/2/26,0200,2.6,60.1,92,0,1014.5
Stanford Met Tower,8/2/26,0145,3.1,60.6,93,0,1014.5
Stanford Met Tower,8/2/26,0130,4.1,60.1,93,0,1014.4
Stanford Met Tower,8/2/26,0115,3.5,60.2,92,0,1014.7
Stanford Met Tower,8/2/26,0100,3.7,60.3,91,0,1014.6
Stanford Met Tower,8/2/26,0045,3.5,60.6,90,0,1014.7
Stanford Met Tower,8/2/26,0030,0.3,60.8,89,0,1014.7
Stanford Met Tower,8/2/26,0015,0,60.8,88,0,1014.7
Stanford Met Tower,8/2/26,0000,0.1,61.2,88,0,1014.7
Stanford Met Tower,8/1/26,2345,2.5,61.7,87,0,1014.7
Stanford Met Tower,8/1/26,2330,3.4,61.3,88,0,1014.7
Stanford Met Tower,8/1/26,2315,3.7,61.9,86,0,1014.8
Stanford Met Tower,8/1/26,2300,2,62.3,86,0,1014.7
Stanford Met Tower,8/1/26,2245,1.1,62.4,86,0,1014.8
Stanford Met Tower,8/1/26,2230,1,62.8,86,0,1014.7
Stanford Met Tower,8/1/26,2215,1,63.4,86,0,1014.8
Stanford Met Tower,8/1/26,2200,0.9,64,84,0,1014.5
Stanford Met Tower,8/1/26,2145,1.9,64.6,83,0,1014.4
Stanford Met Tower,8/1/26,2130,1.6,66,79,0,1014.3
Stanford Met Tower,8/1/26,2115,2.6,67.8,73,0,1014.1
Stanford Met Tower,8/1/26,2100,1.4,68.1,74,0,1014
Stanford Met Tower,8/1/26,2045,1.9,70.5,66,0,1013.9
Stanford Met Tower,8/1/26,2030,2.7,70.9,65,3,1013.7
Stanford Met Tower,8/1/26,2015,2.6,72.4,62,9,1013.8
Stanford Met Tower,8/1/26,2000,3.5,73.6,59,35,1013.6
Stanford Met Tower,8/1/26,1945,4.3,75,57,79,1013.4
Stanford Met Tower,8/1/26,1930,4.3,76.1,55,124,1013.3
Stanford Met Tower,8/1/26,1915,3.7,78.1,53,167,1013.1
Stanford Met Tower,8/1/26,1900,3.6,79,49,214,1013.1
Stanford Met Tower,8/1/26,1845,4.1,79.4,48,262,1013.1
Stanford Met Tower,8/1/26,1830,4.2,79.6,49,312,1013.1
Stanford Met Tower,8/1/26,1815,4.1,80.2,48,361,1013.1
Stanford Met Tower,8/1/26,1800,4.5,81.2,47,411,1013.1
Stanford Met Tower,8/1/26,1745,5.1,82.1,46,459,1013
Stanford Met Tower,8/1/26,1730,5.3,83.3,44,506,1013
Stanford Met Tower,8/1/26,1715,4.5,85,37,554,1012.9
Stanford Met Tower,8/1/26,1700,4.1,84.8,40,596,1013
Stanford Met Tower,8/1/26,1645,3.3,84,43,638,1013
Stanford Met Tower,8/1/26,1630,5.1,83.2,45,679,1013.2
Stanford Met Tower,8/1/26,1615,5.5,83.5,43,717,1013.1
Stanford Met Tower,8/1/26,1600,6,83.2,45,753,1013
Stanford Met Tower,8/1/26,1545,3.5,83.6,48,786,1013.1
Stanford Met Tower,8/1/26,1530,5.6,82.5,44,816,1013.3
Stanford Met Tower,8/1/26,1515,5.5,82,45,843,1013.5
Stanford Met Tower,8/1/26,1500,5.5,81,49,867,1013.6
Stanford Met Tower,8/1/26,1445,5.2,80.7,50,886,1013.9
Stanford Met Tower,8/1/26,1430,5.3,79.4,53,902,1014.1
Stanford Met Tower,8/1/26,1415,5.5,78.9,51,915,1014.3
Stanford Met Tower,8/1/26,1400,4.2,79.4,54,924,1014.4
Stanford Met Tower,8/1/26,1345,5.3,78.1,54,930,1014.7
Stanford Met Tower,8/1/26,1330,5.4,78.8,56,933,1014.7
Stanford Met Tower,8/1/26,1315,5.1,78.7,55,931,1014.8
Stanford Met Tower,8/1/26,1300,5.7,77.9,58,926,1015.1
Stanford Met Tower,8/1/26,1245,5.3,78,60,919,1015.2
Stanford Met Tower,8/1/26,1230,4,77.8,55,911,1015.4
Stanford Met Tower,8/1/26,1215,2.4,78.2,57,898,1015.7
Stanford Met Tower,8/1/26,1200,4.9,76.2,61,880,1016
Stanford Met Tower,8/1/26,1145,3,75.6,61,860,1016.1
Stanford Met Tower,8/1/26,1130,1.4,75.9,57,836,1016.3
Stanford Met Tower,8/1/26,1115,0.8,75.4,58,810,1016.5
Stanford Met Tower,8/1/26,1100,1,73.4,63,781,1016.7
Stanford Met Tower,8/1/26,1045,1.2,72.9,60,757,1016.9
Stanford Met Tower,8/1/26,1030,0.9,70.2,66,632,1017.2
Stanford Met Tower,8/1/26,1015,1.5,69.3,70,672,1017.5
Stanford Met Tower,8/1/26,1000,2.1,69,68,643,1017.8
Stanford Met Tower,8/1/26,0945,2.6,68.6,69,587,1018
Stanford Met Tower,8/1/26,0930,1.4,67.6,71,536,1018.1
Stanford Met Tower,8/1/26,0915,1.2,66.9,71,409,1018.1
Stanford Met Tower,8/1/26,0900,0.3,64.2,79,391,1018.2
Stanford Met Tower,8/1/26,0845,0.2,62.7,82,373,1018.3
Stanford Met Tower,8/1/26,0830,0.8,63.2,81,338,1018.4
Stanford Met Tower,8/1/26,0815,1.7,61.5,85,300,1018.5
Stanford Met Tower,8/1/26,0800,0.7,60.8,91,242,1018.5
Stanford Met Tower,8/1/26,0745,0.8,58.9,92,140,1018.6
Stanford Met Tower,8/1/26,0730,1.7,57.8,94,86,1018.7
Stanford Met Tower,8/1/26,0715,1.2,56.7,94,62,1018.6
Stanford Met Tower,8/1/26,0700,0.7,55.7,93,36,1018.6
Stanford Met Tower,8/1/26,0645,0,55.5,93,23,1018.5
Stanford Met Tower,8/1/26,0630,1.8,55.4,94,8,1018.3
Stanford Met Tower,8/1/26,0615,2.9,55,94,2,1018.3
Stanford Met Tower,8/1/26,0600,3.9,54.8,95,0,1018.4
Stanford Met Tower,8/1/26,0545,4,53.4,94,0,1018.3
Stanford Met Tower,8/1/26,0530,4.4,53.5,94,0,1018.4
Stanford Met Tower,8/1/26,0515,4.6,53.4,95,0,1018.4
Stanford Met Tower,8/1/26,0500,4.7,54,94,0,1018.5
Stanford Met Tower,8/1/26,0445,4,54.1,95,0,1018.4
Stanford Met Tower,8/1/26,0430,3.4,53.6,94,0,1018.5
Stanford Met Tower,8/1/26,0415,3.8,54,94,0,1018.4
Stanford Met Tower,8/1/26,0400,3.8,54.3,93,0,1018.4
Stanford Met Tower,8/1/26,0345,3.5,55.3,93,0,1018.4
Stanford Met Tower,8/1/26,0330,4,56,94,0,1018.5
Stanford Met Tower,8/1/26,0315,3.4,56,94,0,1018.6
Stanford Met Tower,8/1/26,0300,3,56.4,93,0,1018.6
Stanford Met Tower,8/1/26,0245,1.3,56.7,92,0,1018.8
Stanford Met Tower,8/1/26,0230,1.3,56.7,91,0,1018.8
Stanford Met Tower,8/1/26,0215,3.6,57.4,90,0,1019
Stanford Met Tower,8/1/26,0200,5.1,57.5,90,0,1019
Stanford Met Tower,8/1/26,0145,3.8,57,88,0,1019.1
Stanford Met Tower,8/1/26,0130,4.5,58,85,0,1019.1
Stanford Met Tower,8/1/26,0115,4.8,58.4,87,0,1019.2
Stanford Met Tower,8/1/26,0100,5.2,59.2,89,0,1019.2
Stanford Met Tower,8/1/26,0045,4.5,59.2,88,0,1019.3
Stanford Met Tower,8/1/26,0030,4.3,59.5,87,0,1019.3
Stanford Met Tower,8/1/26,0015,3.2,59.4,85,0,1019.2
Stanford Met Tower,8/1/26,0000,2.1,59.7,84,0,1019.2
Stanford Met Tower,7/31/26,2345,3.9,59.4,83,0,1019.4
Stanford Met Tower,7/31/26,2330,4,59.2,84,0,1019.4
Stanford Met Tower,7/31/26,2315,2.3,58.4,86,0,1019.3
Stanford Met Tower,7/31/26,2300,3.8,58.9,84,0,1019.3
Stanford Met Tower,7/31/26,2245,1.5,59.4,82,0,1019.3
Stanford Met Tower,7/31/26,2230,0.5,60.1,80,0,1019.1
Stanford Met Tower,7/31/26,2215,2.1,60.9,78,0,1019.1
Stanford Met Tower,7/31/26,2200,1.3,62.3,74,0,1019
Stanford Met Tower,7/31/26,2145,2.9,63.2,72,0,1018.7
Stanford Met Tower,7/31/26,2130,2.2,63.5,71,0,1018.7
Stanford Met Tower,7/31/26,2115,4,64.8,69,0,1018.4
Stanford Met Tower,7/31/26,2100,2.6,64.9,68,0,1018
Stanford Met Tower,7/31/26,2045,2.6,66.3,65,0,1017.8
Stanford Met Tower,7/31/26,2030,3.4,69.3,58,3,1017.5
Stanford Met Tower,7/31/26,2015,4.5,71.5,56,9,1017.2
Stanford Met Tower,7/31/26,2000,1.4,72.7,53,40,1017
Stanford Met Tower,7/31/26,1945,1.6,75,50,85,1016.7
Stanford Met Tower,7/31/26,1930,3.2,74.7,50,130,1016.5
Stanford Met Tower,7/31/26,1915,3.8,75.6,49,175,1016.2
Stanford Met Tower,7/31/26,1900,4.1,76.2,46,222,1015.9
Stanford Met Tower,7/31/26,1845,5,77.4,45,270,1015.8
Stanford Met Tower,7/31/26,1830,4.3,78.5,43,321,1015.8
Stanford Met Tower,7/31/26,1815,5.7,79.4,44,371,1015.5
Stanford Met Tower,7/31/26,1800,4.6,81.5,40,421,1015.3
Stanford Met Tower,7/31/26,1745,5.2,82,39,469,1015.4
Stanford Met Tower,7/31/26,1730,5,82.8,37,518,1015.1
Stanford Met Tower,7/31/26,1715,4.2,84.1,35,565,1015
Stanford Met Tower,7/31/26,1700,3.3,84.7,34,609,1015.1
Stanford Met Tower,7/31/26,1645,5.1,84,34,653,1015.1
Stanford Met Tower,7/31/26,1630,6.2,82.7,39,693,1014.9
Stanford Met Tower,7/31/26,1615,6.5,82.5,39,731,1015
Stanford Met Tower,7/31/26,1600,5.9,82.6,35,767,1015.1
Stanford Met Tower,7/31/26,1545,7,82.1,36,799,1015
Stanford Met Tower,7/31/26,1530,7.8,82.2,43,829,1014.9
Stanford Met Tower,7/31/26,1515,5.4,82.5,43,857,1015.1
Stanford Met Tower,7/31/26,1500,5.5,81.6,46,882,1015.1
Stanford Met Tower,7/31/26,1445,5.6,82.5,45,898,1015.3
Stanford Met Tower,7/31/26,1430,6,81.3,45,914,1015.4
Stanford Met Tower,7/31/26,1415,6.2,79.3,51,927,1015.6
Stanford Met Tower,7/31/26,1400,4.5,79,50,936,1015.7
Stanford Met Tower,7/31/26,1345,6.4,76.1,53,940,1016.1
Stanford Met Tower,7/31/26,1330,7.6,75.4,56,944,1016.1
Stanford Met Tower,7/31/26,1315,6.6,76.2,56,946,1016.1
Stanford Met Tower,7/31/26,1300,5.5,77,53,942,1016.1
Stanford Met Tower,7/31/26,1245,5.6,75.8,56,934,1016.3
Stanford Met Tower,7/31/26,1230,4.3,75.8,58,923,1016.4
Stanford Met Tower,7/31/26,1215,4.1,76.1,57,910,1016.5
Stanford Met Tower,7/31/26,1200,5.3,75.4,57,891,1016.7
Stanford Met Tower,7/31/26,1145,4.6,75.5,58,873,1016.7
Stanford Met Tower,7/31/26,1130,3.1,76.8,53,847,1016.8
Stanford Met Tower,7/31/26,1115,0.8,77.6,49,823,1017
Stanford Met Tower,7/31/26,1100,0.9,74.3,54,792,1017.1
Stanford Met Tower,7/31/26,1045,0.7,73.6,52,758,1017.4
Stanford Met Tower,7/31/26,1030,1.5,73.3,54,720,1017.7
Stanford Met Tower,7/31/26,1015,2,71,58,681,1017.8
Stanford Met Tower,7/31/26,1000,0.6,71.5,59,639,1018
Stanford Met Tower,7/31/26,0945,1.3,68.1,67,595,1018.4
Stanford Met Tower,7/31/26,0930,1,68,64,549,1018.6
Stanford Met Tower,7/31/26,0915,0.2,66.8,68,500,1018.9
Stanford Met Tower,7/31/26,0900,0,64.8,73,452,1019.1
Stanford Met Tower,7/31/26,0845,0,63.3,78,403,1019.2
Stanford Met Tower,7/31/26,0830,0,62.3,80,355,1019.2
Stanford Met Tower,7/31/26,0815,0,62.1,81,305,1019.3
Stanford Met Tower,7/31/26,0800,0,60.6,79,255,1019.3
Stanford Met Tower,7/31/26,0745,0,58.8,80,206,1019.3
Stanford Met Tower,7/31/26,0730,1.1,56.4,83,161,1019.2
Stanford Met Tower,7/31/26,0715,2.6,54.4,85,118,1019.2
Stanford Met Tower,7/31/26,0700,3.3,52.7,87,72,1019.1
Stanford Met Tower,7/31/26,0645,3.4,51.1,89,30,1019
Stanford Met Tower,7/31/26,0630,5.3,51,88,10,1018.9
Stanford Met Tower,7/31/26,0615,4.4,50.8,89,3,1018.7
Stanford Met Tower,7/31/26,0600,3.7,51,88,0,1018.7
Stanford Met Tower,7/31/26,0545,4.2,51.4,89,0,1018.6
Stanford Met Tower,7/31/26,0530,5.3,52.2,88,0,1018.5
Stanford Met Tower,7/31/26,0515,4.2,51.8,87,0,1018.4
Stanford Met Tower,7/31/26,0500,3.5,51.7,88,0,1018.4
Stanford Met Tower,7/31/26,0445,3.5,51.5,88,0,1018.3
Stanford Met Tower,7/31/26,0430,4.8,51.8,87,0,1018.2
Stanford Met Tower,7/31/26,0415,3.8,52.1,85,0,1018.2
Stanford Met Tower,7/31/26,0400,3.3,52.7,85,0,1018.2
Stanford Met Tower,7/31/26,0345,3.8,53.1,84,0,1018.3
Stanford Met Tower,7/31/26,0330,3.5,53,82,0,1018.3
Stanford Met Tower,7/31/26,0315,3.8,53.5,82,0,1018.3
Stanford Met Tower,7/31/26,0300,3.4,53.4,85,0,1018.2
Stanford Met Tower,7/31/26,0245,3.8,53.5,84,0,1018.2
Stanford Met Tower,7/31/26,0230,3.7,54.2,85,0,1018.1
Stanford Met Tower,7/31/26,0215,4.6,54.3,86,0,1018.2
Stanford Met Tower,7/31/26,0200,3.6,54.9,86,0,1018.3
Stanford Met Tower,7/31/26,0145,3.4,55.5,86,0,1018.2
Stanford Met Tower,7/31/26,0130,3.7,55.3,87,0,1018.2
Stanford Met Tower,7/31/26,0115,0.9,55.4,89,0,1018.1
Stanford Met Tower,7/31/26,0100,2,56,86,0,1018.3
Stanford Met Tower,7/31/26,0045,2.6,57.2,85,0,1018.3
Stanford Met Tower,7/31/26,0030,2.1,57.7,83,0,1018.2
Stanford Met Tower,7/31/26,0015,1,57.4,84,0,1018.3
Stanford Met Tower,7/31/26,0000,3.2,57.7,84,0,1018.2
Stanford Met Tower,7/30/26,2345,1.8,58.7,81,0,1018.1
Stanford Met Tower,7/30/26,2330,1.9,58.8,79,0,1018
Stanford Met Tower,7/30/26,2315,3.6,58.6,80,0,1017.9
Stanford Met Tower,7/30/26,2300,1.7,59.6,78,0,1018.1
Stanford Met Tower,7/30/26,2245,2,60.9,77,0,1018.1
Stanford Met Tower,7/30/26,2230,0.4,61.5,75,0,1018.1
Stanford Met Tower,7/30/26,2215,0.4,62.3,72,0,1017.9
Stanford Met Tower,7/30/26,2200,0,63.4,70,0,1017.9
Stanford Met Tower,7/30/26,2145,0.7,63.8,65,0,1017.8
Stanford Met Tower,7/30/26,2130,1.7,63.7,62,0,1017.6
Stanford Met Tower,7/30/26,2115,0.6,64.2,59,0,1017.5
Stanford Met Tower,7/30/26,2100,0.6,65.6,54,0,1017.3
Stanford Met Tower,7/30/26,2045,0,66.9,54,1,1016.8
Stanford Met Tower,7/30/26,2030,0.3,70.8,43,3,1016.6
Stanford Met Tower,7/30/26,2015,0.8,71.4,41,10,1016.4
Stanford Met Tower,7/30/26,2000,2.9,72.8,40,45,1016.2
Stanford Met Tower,7/30/26,1945,1.5,74.6,37,92,1016
Stanford Met Tower,7/30/26,1930,0.9,75.5,36,137,1015.8
Stanford Met Tower,7/30/26,1915,4,75.6,35,181,1015.6
Stanford Met Tower,7/30/26,1900,4.3,77.3,36,227,1015.5
Stanford Met Tower,7/30/26,1845,4.1,78.7,32,277,1015.3
Stanford Met Tower,7/30/26,1830,2.7,79.3,32,326,1015.1
Stanford Met Tower,7/30/26,1815,3.9,79.3,33,376,1015.1
Stanford Met Tower,7/30/26,1800,4.3,79.4,35,424,1014.9
Stanford Met Tower,7/30/26,1745,4.9,79.3,37,474,1015
Stanford Met Tower,7/30/26,1730,5.4,79.2,36,522,1014.8
Stanford Met Tower,7/30/26,1715,5.2,79.6,35,568,1014.7
Stanford Met Tower,7/30/26,1700,7.1,79.4,38,614,1014.7
Stanford Met Tower,7/30/26,1645,6.4,79.4,34,657,1014.7
Stanford Met Tower,7/30/26,1630,6.8,80,38,698,1014.5
Stanford Met Tower,7/30/26,1615,5.7,79.9,41,737,1014.4
Stanford Met Tower,7/30/26,1600,6.9,80.5,42,772,1014.1
Stanford Met Tower,7/30/26,1545,6.6,81.4,46,803,1014.1
Stanford Met Tower,7/30/26,1530,5.6,80.7,43,830,1014
Stanford Met Tower,7/30/26,1515,7.5,80.2,46,855,1014
Stanford Met Tower,7/30/26,1500,7.1,81.2,46,877,1014
Stanford Met Tower,7/30/26,1445,5.5,80.1,46,896,1014
Stanford Met Tower,7/30/26,1430,7,80,45,912,1014.2
Stanford Met Tower,7/30/26,1415,7.4,80.3,45,924,1014.2
Stanford Met Tower,7/30/26,1400,6.6,79.7,44,934,1014.4
Stanford Met Tower,7/30/26,1345,7.9,79.3,49,939,1014.4
Stanford Met Tower,7/30/26,1330,5.6,80.7,48,940,1014.4
Stanford Met Tower,7/30/26,1315,5.4,78.7,51,940,1014.6
Stanford Met Tower,7/30/26,1300,5.9,77.7,52,935,1014.6
Stanford Met Tower,7/30/26,1245,5.5,76.4,55,927,1014.7
Stanford Met Tower,7/30/26,1230,6.9,74.4,56,915,1014.9
Stanford Met Tower,7/30/26,1215,7.9,73.4,58,902,1015
Stanford Met Tower,7/30/26,1200,7.3,73.6,62,884,1014.9
Stanford Met Tower,7/30/26,1145,6.1,73.9,60,863,1015
Stanford Met Tower,7/30/26,1130,4.8,75.3,57,838,1015
Stanford Met Tower,7/30/26,1115,2.4,75.9,54,812,1014.9
Stanford Met Tower,7/30/26,1100,1.9,74.8,55,783,1015.2
Stanford Met Tower,7/30/26,1045,0.8,73.8,57,752,1015.2
Stanford Met Tower,7/30/26,1030,2.6,72.2,64,715,1015.5
Stanford Met Tower,7/30/26,1015,2.1,72,62,676,1015.6
Stanford Met Tower,7/30/26,1000,1.3,69,68,634,1015.8
Stanford Met Tower,7/30/26,0945,2.5,70.8,65,591,1016.2
Stanford Met Tower,7/30/26,0930,3.5,69.4,65,504,1016.5
Stanford Met Tower,7/30/26,0915,3.3,68.5,66,499,1016.7
Stanford Met Tower,7/30/26,0900,2.9,67.2,66,452,1016.8
Stanford Met Tower,7/30/26,0845,3.3,65.5,69,403,1017
Stanford Met Tower,7/30/26,0830,2.8,64.9,68,354,1017.1
Stanford Met Tower,7/30/26,0815,2.2,64.4,72,304,1017.1
Stanford Met Tower,7/30/26,0800,1.4,63.2,77,255,1017.2
Stanford Met Tower,7/30/26,0745,0.2,60.2,82,206,1017.2
Stanford Met Tower,7/30/26,0730,3.2,57.4,83,160,1017.2
Stanford Met Tower,7/30/26,0715,4.7,55.5,86,117,1017.2
Stanford Met Tower,7/30/26,0700,4.9,54.1,89,73,1017.1
Stanford Met Tower,7/30/26,0645,3.4,53,91,33,1017.1
Stanford Met Tower,7/30/26,0630,2.9,52.5,92,11,1016.8
Stanford Met Tower,7/30/26,0615,2.9,52.9,92,3,1016.6
Stanford Met Tower,7/30/26,0600,2.8,53,92,0,1016.5
Stanford Met Tower,7/30/26,0545,3.2,53.4,91,0,1016.4
Stanford Met Tower,7/30/26,0530,3.1,53.4,92,0,1016.2
Stanford Met Tower,7/30/26,0515,3.4,53.5,91,0,1016
Stanford Met Tower,7/30/26,0500,4.8,53.5,91,0,1016.2
Stanford Met Tower,7/30/26,0445,5.4,53.8,90,0,1016.2
Stanford Met Tower,7/30/26,0430,4.2,53.5,91,0,1016.1
Stanford Met Tower,7/30/26,0415,2.4,53,91,0,1016
Stanford Met Tower,7/30/26,0400,1.8,54.2,91,0,1015.9
Stanford Met Tower,7/30/26,0345,2.6,54.1,91,0,1015.9
Stanford Met Tower,7/30/26,0330,4.3,54.4,91,0,1015.8
Stanford Met Tower,7/30/26,0315,4.4,55,90,0,1015.7
Stanford Met Tower,7/30/26,0300,4.1,55.5,89,0,1015.7
Stanford Met Tower,7/30/26,0245,3.1,56.8,90,0,1015.7
Stanford Met Tower,7/30/26,0230,2.6,56.9,89,0,1015.6
Stanford Met Tower,7/30/26,0215,2,57.6,88,0,1015.7
Stanford Met Tower,7/30/26,0200,3.5,58.1,89,0,1015.8
Stanford Met Tower,7/30/26,0145,2.9,57.5,88,0,1015.7
Stanford Met Tower,7/30/26,0130,3,57.8,87,0,1015.6
Stanford Met Tower,7/30/26,0115,4.8,57.5,85,0,1015.7
Stanford Met Tower,7/30/26,0100,5,57.9,84,0,1015.6
Stanford Met Tower,7/30/26,0045,4.2,58.4,82,0,1015.6
Stanford Met Tower,7/30/26,0030,3.1,58.9,82,0,1015.6
Stanford Met Tower,7/30/26,0015,3.4,59.3,81,0,1015.4
Stanford Met Tower,7/30/26,0000,1,59.6,82,0,1015.4
Stanford Met Tower,7/29/26,2345,1.1,59,82,0,1015.3
Stanford Met Tower,7/29/26,2330,1,59.5,81,0,1015.2
Stanford Met Tower,7/29/26,2315,0.8,60.1,80,0,1015.1
Stanford Met Tower,7/29/26,2300,0.6,61.4,77,0,1015
Stanford Met Tower,7/29/26,2245,1.3,61.4,76,0,1015
Stanford Met Tower,7/29/26,2230,0,60.9,77,0,1014.8
Stanford Met Tower,7/29/26,2215,1,62.7,72,0,1014.7
Stanford Met Tower,7/29/26,2200,1.8,64.7,65,0,1014.6
Stanford Met Tower,7/29/26,2145,1.6,65.3,63,0,1014.3
Stanford Met Tower,7/29/26,2130,2.1,65.3,63,0,1014.1
Stanford Met Tower,7/29/26,2115,3.2,67.4,57,0,1014
Stanford Met Tower,7/29/26,2100,3.7,68.3,58,0,1013.7
Stanford Met Tower,7/29/26,2045,2.9,69.8,55,1,1013.6
Stanford Met Tower,7/29/26,2030,0.1,68.9,55,3,1013.5
Stanford Met Tower,7/29/26,2015,0,70.5,51,10,1013.3
Stanford Met Tower,7/29/26,2000,1.6,72.2,47,45,1013.1
Stanford Met Tower,7/29/26,1945,4.2,73.6,46,90,1013
Stanford Met Tower,7/29/26,1930,3.4,74.4,44,134,1012.8
Stanford Met Tower,7/29/26,1915,3.5,74.9,44,177,1012.7
Stanford Met Tower,7/29/26,1900,5.4,75.4,43,222,1012.6
Stanford Met Tower,7/29/26,1845,4.4,76,43,270,1012.5
Stanford Met Tower,7/29/26,1830,4.8,76.3,43,319,1012.4
Stanford Met Tower,7/29/26,1815,6.3,76.1,44,367,1012.5
Stanford Met Tower,7/29/26,1800,5.6,76.7,44,414,1012.6
Stanford Met Tower,7/29/26,1745,6.6,76.1,46,462,1012.6
Stanford Met Tower,7/29/26,1730,7.4,75.8,48,510,1012.5
Stanford Met Tower,7/29/26,1715,8.9,75.7,49,556,1012.4
Stanford Met Tower,7/29/26,1700,7.9,75.8,50,600,1012.2
Stanford Met Tower,7/29/26,1645,8.3,76.4,49,642,1012.1
Stanford Met Tower,7/29/26,1630,8.6,77,48,683,1012.2
Stanford Met Tower,7/29/26,1615,7.2,78.2,47,720,1012
Stanford Met Tower,7/29/26,1600,8,77.6,49,754,1011.9
Stanford Met Tower,7/29/26,1545,6.4,79.2,47,786,1011.9
Stanford Met Tower,7/29/26,1530,6.1,78.1,46,817,1011.9
Stanford Met Tower,7/29/26,1515,6.4,78.3,45,845,1011.9
Stanford Met Tower,7/29/26,1500,5.5,78.6,49,869,1012
Stanford Met Tower,7/29/26,1445,7.5,78.7,46,888,1012
Stanford Met Tower,7/29/26,1430,4.5,77.2,52,904,1012
Stanford Met Tower,7/29/26,1415,5,76.4,49,917,1012.2
Stanford Met Tower,7/29/26,1400,5.2,76.3,52,926,1012.3
Stanford Met Tower,7/29/26,1345,5.1,75.2,55,932,1012.4
Stanford Met Tower,7/29/26,1330,6.4,75,54,934,1012.7
Stanford Met Tower,7/29/26,1315,6.8,74.5,53,934,1012.7
Stanford Met Tower,7/29/26,1300,5.8,75.6,51,929,1012.9
Stanford Met Tower,7/29/26,1245,6.9,74.6,54,923,1012.9
Stanford Met Tower,7/29/26,1230,4.3,73.8,60,913,1012.9
Stanford Met Tower,7/29/26,1215,5.3,74.4,61,900,1013
Stanford Met Tower,7/29/26,1200,3.7,72.2,64,881,1013.4
Stanford Met Tower,7/29/26,1145,5.3,72.1,60,858,1013.7
Stanford Met Tower,7/29/26,1130,5.1,71.8,61,834,1013.7
Stanford Met Tower,7/29/26,1115,7.6,71.2,62,805,1013.8
Stanford Met Tower,7/29/26,1100,6.4,72.2,63,774,1013.7
Stanford Met Tower,7/29/26,1045,4.7,72.3,68,742,1013.6
Stanford Met Tower,7/29/26,1030,1.9,72.8,60,706,1013.8
Stanford Met Tower,7/29/26,1015,2.4,71,66,669,1014
Stanford Met Tower,7/29/26,1000,1.2,68.9,69,630,1014.2
Stanford Met Tower,7/29/26,0945,0.7,68.1,69,588,1014.5
Stanford Met Tower,7/29/26,0930,1.4,68.3,68,543,1014.8
Stanford Met Tower,7/29/26,0915,1,66.4,74,497,1014.9
Stanford Met Tower,7/29/26,0900,0.8,65.8,77,450,1014.9
Stanford Met Tower,7/29/26,0845,0.1,64.8,76,402,1015
Stanford Met Tower,7/29/26,0830,0.7,64.4,79,355,1015.1
Stanford Met Tower,7/29/26,0815,1.8,64.1,81,306,1015.1
Stanford Met Tower,7/29/26,0800,0.2,62.7,87,256,1015.2
Stanford Met Tower,7/29/26,0745,0.3,60,88,206,1015.1
Stanford Met Tower,7/29/26,0730,1,57.6,90,157,1015.1
Stanford Met Tower,7/29/26,0715,0.8,56.1,93,115,1015
Stanford Met Tower,7/29/26,0700,3.2,55.1,94,75,1014.8
Stanford Met Tower,7/29/26,0645,2.7,54.4,94,36,1014.9
Stanford Met Tower,7/29/26,0630,3.6,54.2,95,11,1014.8
Stanford Met Tower,7/29/26,0615,2.7,53.6,94,3,1014.7
Stanford Met Tower,7/29/26,0600,3.9,53.7,94,0,1014.6
